image_id,text_description
008228.jpg,"The lady has high cheekbones. Her hair is brown and wavy. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. She is attractive, young, is smiling and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has high cheekbones. Her hair is brown and wavy. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The woman is smiling, is attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has pretty high cheekbones. She has brown and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The lady is smiling, is attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The lady has pretty high cheekbones. Her hair is brown and wavy. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The lady is smiling, looks attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has high cheekbones. She has brown and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The female is attractive, young, is smiling and has heavy makeup. She is wearing lipstick and a necklace."
008229.jpg,"His hair is black. He has a slightly open mouth. The man is smiling and is young. 
He has black hair. He has a slightly open mouth. The male is smiling and looks young. 
His hair is black. He has a slightly open mouth. The gentleman looks young and is smiling. 
His hair is black. He has a slightly open mouth. He seems young and is smiling. 
His hair is black. He has a slightly open mouth. The gentleman is young and is smiling."
008230.jpg,"She has black and wavy hair. She has arched eyebrows and narrow eyes. The female looks young and has heavy makeup. She is wearing lipstick. 
She has black and wavy hair. She has arched eyebrows and narrow eyes. The lady is young and has heavy makeup. She is wearing lipstick. 
Her hair is black and wavy. She has arched eyebrows and narrow eyes. The woman seems young and has heavy makeup. She is wearing lipstick. 
She has black and wavy hair. She has arched eyebrows and narrow eyes. The female seems young and has heavy makeup. She is wearing lipstick. 
Her hair is black and wavy. She has arched eyebrows and narrow eyes. The woman seems young and has heavy makeup. She is wearing lipstick."
008231.jpg,"Her hair is brown and wavy. She has big lips. The female looks attractive and young. She is wearing lipstick. 
Her hair is brown and wavy. She has big lips. The lady seems attractive and young. She is wearing lipstick. 
She has brown and wavy hair. She has big lips. She seems attractive and young. She is wearing lipstick. 
She has brown and wavy hair. She has big lips. She looks attractive and young. She is wearing lipstick. 
Her hair is brown and wavy. She has big lips. The woman seems attractive and young. She is wearing lipstick."
008232.jpg,"The lady has pretty high cheekbones. Her hair is blond and wavy. She has a slightly open mouth and a pointy nose. She is smiling, looks attractive and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones. Her hair is blond and wavy. She has a slightly open mouth and a pointy nose. The woman looks attractive, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones. Her hair is blond and wavy. She has a slightly open mouth and a pointy nose. The lady looks attractive, is smiling and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones. She has blond and wavy hair. She has a slightly open mouth and a pointy nose. The female is attractive, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones. She has blond and wavy hair. She has a slightly open mouth and a pointy nose. The woman is attractive, is smiling and has heavy makeup. She is wearing lipstick."
008233.jpg,"She has wavy hair. The lady has pale skin. She is wearing lipstick. 
Her hair is wavy. She has pale skin. She is wearing lipstick. 
She has wavy hair. She has pale skin. She is wearing lipstick. 
She has wavy hair. She has pale skin. She is wearing lipstick. 
She has wavy hair. The woman has pale skin. She is wearing lipstick."
008234.jpg,"The lady has high cheekbones and an oval face. Her hair is straight. She has arched eyebrows, a slightly open mouth and a pointy nose. The lady is smiling and looks young. 
The female has pretty high cheekbones and an oval face. She has straight hair. She has arched eyebrows, a slightly open mouth and a pointy nose. The female is smiling and looks young. 
The female has high cheekbones and an oval face. Her hair is straight. She has arched eyebrows, a slightly open mouth and a pointy nose. The lady is smiling and looks young. 
The woman has high cheekbones and an oval face. She has straight hair. She has arched eyebrows, a slightly open mouth and a pointy nose. The female seems young and is smiling. 
The lady has pretty high cheekbones and an oval face. Her hair is straight. She has arched eyebrows, a slightly open mouth and a pointy nose. The woman is smiling and looks young."
008235.jpg,"The lady has pretty high cheekbones. She has blond and wavy hair. She has a slightly open mouth and a pointy nose. The lady seems attractive, young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has pretty high cheekbones. She has blond and wavy hair. She has a slightly open mouth and a pointy nose. She seems attractive, young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones. Her hair is blond and wavy. She has a slightly open mouth and a pointy nose. The woman is smiling, seems attractive, young and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones. Her hair is blond and wavy. She has a slightly open mouth and a pointy nose. The woman seems attractive, young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has high cheekbones. She has blond and wavy hair. She has a slightly open mouth and a pointy nose. She is smiling, seems attractive, young and has heavy makeup. She is wearing earrings, lipstick and a necklace."
008236.jpg,"The gentleman is chubby. His hair is black. He has a big nose. The male is smiling. 
The man is chubby. His hair is black. He has a big nose. He is smiling. 
The male is chubby. He has black hair. He has a big nose. The gentleman is smiling. 
The male has a chubby face. His hair is black. He has a big nose. The male is smiling. 
The male is chubby. His hair is black. He has a big nose. The gentleman is smiling."
008237.jpg,"He has a big nose and a slightly open mouth. The gentleman looks young. He is wearing eyeglasses and a hat. 
He has a big nose and a slightly open mouth. The male looks young. He is wearing eyeglasses and a hat. 
He has a big nose and a slightly open mouth. The male is young. He is wearing eyeglasses and a hat. 
He has a big nose and a slightly open mouth. The man is young. He is wearing eyeglasses and a hat. 
He has a big nose and a slightly open mouth. The male seems young. He is wearing eyeglasses and a hat."
008238.jpg,"The female seems attractive and young. 
The woman seems attractive and young. 
The lady looks attractive and young. 
The woman is attractive and young. 
The female seems attractive and young."
008239.jpg,"The female has high cheekbones. She has brown and wavy hair. She has arched eyebrows and a slightly open mouth. The female looks attractive, young and has heavy makeup. She is wearing earrings and lipstick. 
The woman has pretty high cheekbones. She has brown and wavy hair. She has arched eyebrows and a slightly open mouth. The woman is attractive, young and has heavy makeup. She is wearing earrings and lipstick. 
The woman has high cheekbones. She has brown and wavy hair. She has arched eyebrows and a slightly open mouth. The female is attractive, young and has heavy makeup. She is wearing earrings and lipstick. 
The woman has high cheekbones. She has brown and wavy hair. She has arched eyebrows and a slightly open mouth. The lady is attractive, young and has heavy makeup. She is wearing earrings and lipstick. 
The woman has pretty high cheekbones. Her hair is brown and wavy. She has arched eyebrows and a slightly open mouth. The lady seems attractive, young and has heavy makeup. She is wearing earrings and lipstick."
008240.jpg,"The female has pretty high cheekbones. Her hair is straight. She has a slightly open mouth and a pointy nose. The woman is smiling and looks attractive. 
The lady has high cheekbones. She has straight hair. She has a slightly open mouth and a pointy nose. The female is smiling and seems attractive. 
The woman has pretty high cheekbones. She has straight hair. She has a slightly open mouth and a pointy nose. The woman is smiling and is attractive. 
The lady has pretty high cheekbones. She has straight hair. She has a slightly open mouth and a pointy nose. The lady is smiling and is attractive. 
The lady has high cheekbones. She has straight hair. She has a slightly open mouth and a pointy nose. The lady is smiling and seems attractive."
008241.jpg,"The gentleman has a double chin and high cheekbones. He grows a goatee and has sideburns. He has big lips, a big nose and a slightly open mouth. He is smiling and looks young. 
The gentleman has a double chin and pretty high cheekbones. He sports a goatee and has sideburns. He has big lips, a big nose and a slightly open mouth. The gentleman is smiling and seems young. 
The man has a double chin and high cheekbones. He has a goatee and has sideburns. He has big lips, a big nose and a slightly open mouth. The man is smiling and is young. 
The male has a double chin and high cheekbones. He has a goatee and has sideburns. He has big lips, a big nose and a slightly open mouth. He seems young and is smiling. 
The man has a double chin and pretty high cheekbones. He wears a goatee and has sideburns. He has big lips, a big nose and a slightly open mouth. The gentleman seems young and is smiling."
008242.jpg,"He grows a 5 o' clock shadow. He has black and straight hair. He has a big nose and a slightly open mouth. He is wearing eyeglasses and a necktie. 
He has a 5 o' clock shadow. His hair is black and straight. He has a big nose and a slightly open mouth. He is wearing eyeglasses and a necktie. 
He has a 5 o' clock shadow. His hair is black and straight. He has a big nose and a slightly open mouth. He is wearing eyeglasses and a necktie. 
He sports a 5 o' clock shadow. He has black and straight hair. He has a big nose and a slightly open mouth. He is wearing eyeglasses and a necktie. 
He has a 5 o' clock shadow. He has black and straight hair. He has a big nose and a slightly open mouth. He is wearing eyeglasses and a necktie."
008243.jpg,"He has bushy eyebrows and a slightly open mouth. The man is young. He is wearing a hat. 
He has bushy eyebrows and a slightly open mouth. The male looks young. He is wearing a hat. 
He has bushy eyebrows and a slightly open mouth. The male looks young. He is wearing a hat. 
He has bushy eyebrows and a slightly open mouth. He looks young. He is wearing a hat. 
He has bushy eyebrows and a slightly open mouth. The man is young. He is wearing a hat."
008244.jpg,"He is wearing a necktie. 
He is wearing a necktie. 
He is wearing a necktie. 
He is wearing a necktie. 
He is wearing a necktie."
008245.jpg,"The female has high cheekbones and an oval face. Her hair is brown and wavy. She has arched eyebrows, bushy eyebrows, a slightly open mouth and a pointy nose. The lady is smiling, seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones and an oval face. Her hair is brown and wavy. She has arched eyebrows, bushy eyebrows, a slightly open mouth and a pointy nose. The woman is smiling, seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones and an oval face. Her hair is brown and wavy. She has arched eyebrows, bushy eyebrows, a slightly open mouth and a pointy nose. The lady is attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones and an oval face. She has brown and wavy hair. She has arched eyebrows, bushy eyebrows, a slightly open mouth and a pointy nose. The lady is smiling, is attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones and an oval face. She has brown and wavy hair. She has arched eyebrows, bushy eyebrows, a slightly open mouth and a pointy nose. She is smiling, looks attractive, young and has heavy makeup. She is wearing lipstick."
008246.jpg,"The male has high cheekbones. He has bushy eyebrows and a slightly open mouth. The gentleman seems young. 
The gentleman has pretty high cheekbones. He has bushy eyebrows and a slightly open mouth. The gentleman is young. 
The male has pretty high cheekbones. He has bushy eyebrows and a slightly open mouth. The gentleman is young. 
The male has high cheekbones. He has bushy eyebrows and a slightly open mouth. The man seems young. 
The gentleman has high cheekbones. He has bushy eyebrows and a slightly open mouth. The male seems young."
008247.jpg,"The man has an oval face. He has black and straight hair. He has a pointy nose. The gentleman seems attractive and young. 
The gentleman has an oval face. He has black and straight hair. He has a pointy nose. The gentleman is attractive and young. 
The male has an oval face. He has black and straight hair. He has a pointy nose. The male seems attractive and young. 
The man has an oval face. He has black and straight hair. He has a pointy nose. The male looks attractive and young. 
The gentleman has an oval face. His hair is black and straight. He has a pointy nose. The man seems attractive and young."
008248.jpg,"The woman has high cheekbones. Her hair is blond and wavy. The woman looks attractive, young, is smiling, has pale skin and heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones. Her hair is blond and wavy. The female is attractive, young, is smiling, has pale skin and heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones. She has blond and wavy hair. The woman looks attractive, young, is smiling, has pale skin and heavy makeup. She is wearing lipstick. 
The lady has high cheekbones. Her hair is blond and wavy. She is smiling, seems attractive, young, has pale skin and heavy makeup. She is wearing lipstick. 
The woman has high cheekbones. Her hair is blond and wavy. The woman is attractive, young, is smiling, has pale skin and heavy makeup. She is wearing lipstick."
008249.jpg,"The man has a double chin. He wears a 5 o' clock shadow. He has a slightly open mouth and narrow eyes. The man is smiling. He is wearing eyeglasses. 
The gentleman has a double chin. He has a 5 o' clock shadow. He has a slightly open mouth and narrow eyes. The man is smiling. He is wearing eyeglasses. 
The man has a double chin. He grows a 5 o' clock shadow. He has a slightly open mouth and narrow eyes. The gentleman is smiling. He is wearing eyeglasses. 
The male has a double chin. He grows a 5 o' clock shadow. He has a slightly open mouth and narrow eyes. The male is smiling. He is wearing eyeglasses. 
The man has a double chin. He wears a 5 o' clock shadow. He has a slightly open mouth and narrow eyes. The male is smiling. He is wearing eyeglasses."
008250.jpg,"The male has a double chin. He has a big nose, bushy eyebrows and a slightly open mouth. The male is smiling. He is wearing a hat. 
The male has a double chin. He has a big nose, bushy eyebrows and a slightly open mouth. The gentleman is smiling. He is wearing a hat. 
The gentleman has a double chin. He has a big nose, bushy eyebrows and a slightly open mouth. The male is smiling. He is wearing a hat. 
The male has a double chin. He has a big nose, bushy eyebrows and a slightly open mouth. The gentleman is smiling. He is wearing a hat. 
The male has a double chin. He has a big nose, bushy eyebrows and a slightly open mouth. He is smiling. He is wearing a hat."
008251.jpg,"The female has pretty high cheekbones and an oval face. Her hair is brown, straight and wavy. She has arched eyebrows and a slightly open mouth. The female is smiling, is attractive, young and has heavy makeup. She is wearing lipstick and a necklace. 
The lady has high cheekbones and an oval face. Her hair is brown, straight and wavy. She has arched eyebrows and a slightly open mouth. The woman is attractive, young, is smiling and has heavy makeup. She is wearing lipstick and a necklace. 
The woman has pretty high cheekbones and an oval face. Her hair is brown, straight and wavy. She has arched eyebrows and a slightly open mouth. The female seems attractive, young, is smiling and has heavy makeup. She is wearing lipstick and a necklace. 
The female has pretty high cheekbones and an oval face. Her hair is brown, straight and wavy. She has arched eyebrows and a slightly open mouth. The woman is attractive, young, is smiling and has heavy makeup. She is wearing lipstick and a necklace. 
The female has pretty high cheekbones and an oval face. Her hair is brown, straight and wavy. She has arched eyebrows and a slightly open mouth. She is smiling, is attractive, young and has heavy makeup. She is wearing lipstick and a necklace."
008252.jpg,"He sports a 5 o' clock shadow, wears a goatee, grows a mustache and has sideburns. He has bushy eyebrows, a slightly open mouth and a pointy nose. The male is attractive and young. 
He grows a 5 o' clock shadow, has a goatee, has a mustache and has sideburns. He has bushy eyebrows, a slightly open mouth and a pointy nose. The gentleman seems attractive and young. 
He sports a 5 o' clock shadow, has a goatee, has a mustache and has sideburns. He has bushy eyebrows, a slightly open mouth and a pointy nose. The male looks attractive and young. 
He sports a 5 o' clock shadow, sports a goatee, grows a mustache and has sideburns. He has bushy eyebrows, a slightly open mouth and a pointy nose. He looks attractive and young. 
He has a 5 o' clock shadow, has a goatee, sports a mustache and has sideburns. He has bushy eyebrows, a slightly open mouth and a pointy nose. He is attractive and young."
008253.jpg,"The male has high cheekbones and an oval face. His hair is black. He has a slightly open mouth. The man is smiling and is young. 
The gentleman has high cheekbones and an oval face. He has black hair. He has a slightly open mouth. The male is smiling and is young. 
The gentleman has high cheekbones and an oval face. He has black hair. He has a slightly open mouth. He looks young and is smiling. 
The man has pretty high cheekbones and an oval face. His hair is black. He has a slightly open mouth. He is smiling and looks young. 
The gentleman has high cheekbones and an oval face. He has black hair. He has a slightly open mouth. The male seems young and is smiling."
008254.jpg,"The male has high cheekbones. He grows a 5 o' clock shadow. His hair is brown and wavy. He has a big nose, a slightly open mouth and a pointy nose. The man seems attractive and young is smiling. 
The male has pretty high cheekbones. He sports a 5 o' clock shadow. His hair is brown and wavy. He has a big nose, a slightly open mouth and a pointy nose. The male looks attractive and young is smiling. 
The male has pretty high cheekbones. He grows a 5 o' clock shadow. He has brown and wavy hair. He has a big nose, a slightly open mouth and a pointy nose. He is smiling, looks attractive and young. 
The gentleman has pretty high cheekbones. He grows a 5 o' clock shadow. He has brown and wavy hair. He has a big nose, a slightly open mouth and a pointy nose. The male is smiling, is attractive and young. 
The gentleman has high cheekbones. He has a 5 o' clock shadow. He has brown and wavy hair. He has a big nose, a slightly open mouth and a pointy nose. He seems attractive and young is smiling."
008255.jpg,"The lady has pretty high cheekbones. Her hair is brown and wavy. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. She is attractive, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has high cheekbones. She has brown and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. She looks attractive, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has high cheekbones. She has brown and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. She is attractive, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones. She has brown and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. She is smiling, seems attractive and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones. She has brown and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The lady is smiling, is attractive and has heavy makeup. She is wearing earrings, lipstick and a necklace."
008256.jpg,"His hair is gray and receding. He has a slightly open mouth. He is wearing eyeglasses and a necktie. 
His hair is gray and receding. He has a slightly open mouth. He is wearing eyeglasses and a necktie. 
He has gray and receding hair. He has a slightly open mouth. He is wearing eyeglasses and a necktie. 
His hair is gray and receding. He has a slightly open mouth. He is wearing eyeglasses and a necktie. 
He has gray and receding hair. He has a slightly open mouth. He is wearing eyeglasses and a necktie."
008257.jpg,"The woman has pretty high cheekbones and an oval face. She has black and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The woman is smiling, looks young and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones and an oval face. Her hair is black and wavy. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The lady is smiling, looks young and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has pretty high cheekbones and an oval face. She has black and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The lady seems young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones and an oval face. She has black and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The female looks young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The woman has high cheekbones and an oval face. She has black and wavy hair. She has arched eyebrows, big lips, a slightly open mouth and a pointy nose. The woman is smiling, seems young and has heavy makeup. She is wearing earrings, lipstick and a necklace."
008258.jpg,"The woman has high cheekbones and an oval face. Her hair is blond and wavy. She has a slightly open mouth. The woman is smiling, is young and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones and an oval face. She has blond and wavy hair. She has a slightly open mouth. The lady is young, is smiling and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones and an oval face. She has blond and wavy hair. She has a slightly open mouth. The lady is smiling, seems young and has heavy makeup. She is wearing lipstick. 
The lady has high cheekbones and an oval face. She has blond and wavy hair. She has a slightly open mouth. The lady is young, is smiling and has heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones and an oval face. She has blond and wavy hair. She has a slightly open mouth. The female looks young, is smiling and has heavy makeup. She is wearing lipstick."
008259.jpg,"His hair is wavy and receding. The male looks young. 
He has wavy and receding hair. The gentleman is young. 
His hair is wavy and receding. The male seems young. 
He has wavy and receding hair. The gentleman seems young. 
He has wavy and receding hair. The gentleman seems young."
008260.jpg,"The lady has high cheekbones. She has blond and straight hair. She has big lips, a slightly open mouth, narrow eyes and a pointy nose. The woman is smiling and has pale skin. She is wearing lipstick. 
The female has high cheekbones. She has blond and straight hair. She has big lips, a slightly open mouth, narrow eyes and a pointy nose. She is smiling and has pale skin. She is wearing lipstick. 
The female has pretty high cheekbones. Her hair is blond and straight. She has big lips, a slightly open mouth, narrow eyes and a pointy nose. The lady is smiling and has pale skin. She is wearing lipstick. 
The woman has high cheekbones. Her hair is blond and straight. She has big lips, a slightly open mouth, narrow eyes and a pointy nose. The female is smiling and has pale skin. She is wearing lipstick. 
The woman has pretty high cheekbones. Her hair is blond and straight. She has big lips, a slightly open mouth, narrow eyes and a pointy nose. She is smiling and has pale skin. She is wearing lipstick."
008261.jpg,"The female has pretty high cheekbones and an oval face. She has a slightly open mouth. She is smiling, looks attractive, young and has heavy makeup. She is wearing a hat and lipstick. 
The female has pretty high cheekbones and an oval face. She has a slightly open mouth. The lady is smiling, seems attractive, young and has heavy makeup. She is wearing a hat and lipstick. 
The lady has high cheekbones and an oval face. She has a slightly open mouth. The lady is smiling, is attractive, young and has heavy makeup. She is wearing a hat and lipstick. 
The female has high cheekbones and an oval face. She has a slightly open mouth. The woman is attractive, young, is smiling and has heavy makeup. She is wearing a hat and lipstick. 
The woman has high cheekbones and an oval face. She has a slightly open mouth. The female seems attractive, young, is smiling and has heavy makeup. She is wearing a hat and lipstick."
008262.jpg,"The lady has high cheekbones and an oval face. She has black and wavy hair. She has a slightly open mouth. The lady looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones and an oval face. Her hair is black and wavy. She has a slightly open mouth. The lady is smiling, seems attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones and an oval face. Her hair is black and wavy. She has a slightly open mouth. The female is attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones and an oval face. She has black and wavy hair. She has a slightly open mouth. She is smiling, looks attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones and an oval face. She has black and wavy hair. She has a slightly open mouth. The female is smiling, is attractive, young and has heavy makeup. She is wearing lipstick."
008263.jpg,"He has sideburns. The man looks young. 
He has sideburns. He looks young. 
He has sideburns. The gentleman is young. 
He has sideburns. The male is young. 
He has sideburns. The male is young."
008264.jpg,"The gentleman has high cheekbones and an oval face. His hair is straight. He has a big nose, bushy eyebrows and a slightly open mouth. The male is smiling, is attractive and young. He is wearing a hat. 
The gentleman has high cheekbones and an oval face. His hair is straight. He has a big nose, bushy eyebrows and a slightly open mouth. The man is smiling, is attractive and young. He is wearing a hat. 
The man has pretty high cheekbones and an oval face. His hair is straight. He has a big nose, bushy eyebrows and a slightly open mouth. The man looks attractive and young is smiling. He is wearing a hat. 
The male has high cheekbones and an oval face. He has straight hair. He has a big nose, bushy eyebrows and a slightly open mouth. The man looks attractive and young is smiling. He is wearing a hat. 
The male has high cheekbones and an oval face. He has straight hair. He has a big nose, bushy eyebrows and a slightly open mouth. The gentleman seems attractive and young is smiling. He is wearing a hat."
008265.jpg,"The male has high cheekbones. He has a slightly open mouth. He is smiling, is attractive and young. 
The gentleman has pretty high cheekbones. He has a slightly open mouth. The man looks attractive and young is smiling. 
The male has high cheekbones. He has a slightly open mouth. He is smiling, looks attractive and young. 
The gentleman has pretty high cheekbones. He has a slightly open mouth. He is smiling, is attractive and young. 
The male has pretty high cheekbones. He has a slightly open mouth. He looks attractive and young is smiling."
008266.jpg,"She has brown hair. She has arched eyebrows and a pointy nose. She looks attractive, young and has heavy makeup. She is wearing lipstick. 
Her hair is brown. She has arched eyebrows and a pointy nose. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
Her hair is brown. She has arched eyebrows and a pointy nose. The woman looks attractive, young and has heavy makeup. She is wearing lipstick. 
She has brown hair. She has arched eyebrows and a pointy nose. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
Her hair is brown. She has arched eyebrows and a pointy nose. The female is attractive, young and has heavy makeup. She is wearing lipstick."
008267.jpg,"The lady has an oval face. The woman seems attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has an oval face. The lady looks attractive, young and has heavy makeup. She is wearing lipstick. 
The lady has an oval face. She seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. The female is attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. The lady seems attractive, young and has heavy makeup. She is wearing lipstick."
008268.jpg,"The female has pretty high cheekbones and an oval face. She has blond and straight hair. She has a pointy nose. The female looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones and an oval face. Her hair is blond and straight. She has a pointy nose. She looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The woman has high cheekbones and an oval face. Her hair is blond and straight. She has a pointy nose. She is smiling, seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones and an oval face. She has blond and straight hair. She has a pointy nose. The female looks attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones and an oval face. Her hair is blond and straight. She has a pointy nose. She seems attractive, young, is smiling and has heavy makeup. She is wearing lipstick."
008269.jpg,"The lady has high cheekbones and an oval face. She has black and straight hair. She has a slightly open mouth. The female is attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The female has high cheekbones and an oval face. She has black and straight hair. She has a slightly open mouth. The female is attractive, young, is smiling and has heavy makeup. She is wearing lipstick. 
The lady has high cheekbones and an oval face. She has black and straight hair. She has a slightly open mouth. She is smiling, seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has pretty high cheekbones and an oval face. She has black and straight hair. She has a slightly open mouth. The female is smiling, looks attractive, young and has heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones and an oval face. She has black and straight hair. She has a slightly open mouth. The lady is smiling, is attractive, young and has heavy makeup. She is wearing lipstick."
008270.jpg,"The woman has pretty high cheekbones and an oval face. She has brown and wavy hair. She has arched eyebrows and a slightly open mouth. The female is attractive, young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The lady has high cheekbones and an oval face. Her hair is brown and wavy. She has arched eyebrows and a slightly open mouth. The female seems attractive, young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has pretty high cheekbones and an oval face. Her hair is brown and wavy. She has arched eyebrows and a slightly open mouth. The female is smiling, is attractive, young and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The woman has high cheekbones and an oval face. Her hair is brown and wavy. She has arched eyebrows and a slightly open mouth. She is smiling, seems attractive, young and has heavy makeup. She is wearing earrings, lipstick and a necklace. 
The female has high cheekbones and an oval face. Her hair is brown and wavy. She has arched eyebrows and a slightly open mouth. She looks attractive, young, is smiling and has heavy makeup. She is wearing earrings, lipstick and a necklace."
008271.jpg,"The female has an oval face. Her hair is wavy. She has arched eyebrows, bushy eyebrows and a slightly open mouth. The lady seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has an oval face. Her hair is wavy. She has arched eyebrows, bushy eyebrows and a slightly open mouth. She seems attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. Her hair is wavy. She has arched eyebrows, bushy eyebrows and a slightly open mouth. The female seems attractive, young and has heavy makeup. She is wearing lipstick. 
The woman has an oval face. Her hair is wavy. She has arched eyebrows, bushy eyebrows and a slightly open mouth. The lady is attractive, young and has heavy makeup. She is wearing lipstick. 
The female has an oval face. She has wavy hair. She has arched eyebrows, bushy eyebrows and a slightly open mouth. The woman looks attractive, young and has heavy makeup. She is wearing lipstick."
008272.jpg,"He grows a 5 o' clock shadow, sports a goatee and has sideburns. He has black and straight hair. He has a pointy nose. The gentleman seems attractive and young. He is wearing a necktie. 
He wears a 5 o' clock shadow, sports a goatee and has sideburns. His hair is black and straight. He has a pointy nose. The man looks attractive and young. He is wearing a necktie. 
He grows a 5 o' clock shadow, wears a goatee and has sideburns. He has black and straight hair. He has a pointy nose. The gentleman looks attractive and young. He is wearing a necktie. 
He wears a 5 o' clock shadow, wears a goatee and has sideburns. He has black and straight hair. He has a pointy nose. The male seems attractive and young. He is wearing a necktie. 
He has a 5 o' clock shadow, sports a goatee and has sideburns. His hair is black and straight. He has a pointy nose. He looks attractive and young. He is wearing a necktie."
008273.jpg,"The lady has high cheekbones and an oval face. She has blond and wavy hair. She has a slightly open mouth. The lady looks attractive, young, is smiling, has rosy cheeks and heavy makeup. She is wearing lipstick. 
The lady has high cheekbones and an oval face. Her hair is blond and wavy. She has a slightly open mouth. She is smiling, seems attractive, young, has rosy cheeks and heavy makeup. She is wearing lipstick. 
The lady has pretty high cheekbones and an oval face. Her hair is blond and wavy. She has a slightly open mouth. She looks attractive, young, is smiling, has rosy cheeks and heavy makeup. She is wearing lipstick. 
The female has high cheekbones and an oval face. Her hair is blond and wavy. She has a slightly open mouth. The lady is smiling, seems attractive, young, has rosy cheeks and heavy makeup. She is wearing lipstick. 
The female has pretty high cheekbones and an oval face. Her hair is blond and wavy. She has a slightly open mouth. The woman seems attractive, young, is smiling, has rosy cheeks and heavy makeup. She is wearing lipstick."
